created_on,source,industry,Product
10/30/2017,Email,IT,GTXPlusPro
10/30/2017,Social,Education,GTXBasic
10/30/2017,Direct,SaaS,GTXPro
10/30/2017,Direct,SaaS,MGRPFS
10/30/2017,Paid,Finance,GTXPlusBasic
10/30/2017,Paid,Finance,MGRPFU
10/30/2017,Email,Finance,GTXBasic
10/30/2017,Organic,Finance,GTXPlusPro
10/30/2017,Direct,Finance,GTK500U
10/30/2017,Referral,Retail/Entertainment,GTK500U
10/31/2017,Direct,Telecom,GTXAdvanced
10/31/2017,Organic,Finance,GTXPlusBasic
10/31/2017,Direct,Finance,GTK500U
10/31/2017,Paid,IT,GTXAdvanced
10/31/2017,Social,Telecom,MGRPFU
10/31/2017,Social,Telecom,GTXPlusPro
10/31/2017,Referral,Telecom,GTXPlusPro
10/31/2017,Referral,IT,GTXAdvanced
10/31/2017,Paid,SaaS,GTXPro
10/31/2017,Organic,Finance,GTXPlusPro
10/31/2017,Organic,Finance,GTXAdvanced
10/31/2017,Paid,Health Care,GTXPlusBasic
10/31/2017,Paid,Health Care,MGRPFS
10/31/2017,Social,Telecom,GTXAdvanced
10/31/2017,Referral,Finance,GTXBasic
10/31/2017,Referral,Retail/Entertainment,GTXPlusBasic
10/31/2017,Referral,IT,GTXAdvanced
10/31/2017,Organic,SaaS,GTK500U
10/31/2017,Email,Education,GTXPlusBasic
10/31/2017,Referral,Finance,MGRPFS
10/31/2017,Social,Telecom,GTXPro
10/31/2017,Paid,SaaS,GTK500U
10/31/2017,Email,Finance,GTXAdvanced
10/31/2017,Email,Health Care,GTK500U
10/31/2017,Email,Telecom,GTXPlusPro
10/31/2017,Direct,SaaS,GTXPro
10/31/2017,Referral,IT,GTXPlusPro
10/31/2017,Organic,Health Care,MGRPFS
10/31/2017,Paid,Telecom,GTXAdvanced
10/31/2017,Paid,IT,GTXPlusPro
10/31/2017,Social,Finance,GTK500U
10/31/2017,Organic,Retail/Entertainment,GTXPlusPro
10/31/2017,Organic,Telecom,MGRPFU
10/31/2017,Referral,Education,GTXAdvanced
10/31/2017,Direct,Finance,GTXBasic
10/31/2017,Social,Retail/Entertainment,MGRPFU
10/31/2017,Referral,Health Care,GTXBasic
10/31/2017,Organic,Retail/Entertainment,GTXPlusBasic
10/31/2017,Organic,Telecom,GTXAdvanced
10/31/2017,Paid,SaaS,GTXPlusPro
10/31/2017,Direct,Finance,GTK500U
10/31/2017,Organic,SaaS,GTXPro
10/31/2017,Organic,Telecom,GTK500U
10/31/2017,Paid,Telecom,GTXPlusPro
10/31/2017,Paid,IT,GTXPlusBasic
10/31/2017,Social,Telecom,MGRPFS
10/31/2017,Email,IT,GTK500U
10/31/2017,Social,Retail/Entertainment,GTXAdvanced
10/31/2017,Referral,Telecom,GTXPlusBasic
10/31/2017,Referral,SaaS,GTXPlusBasic
10/31/2017,Social,Telecom,MGRPFS
10/31/2017,Social,SaaS,GTXPlusPro
10/31/2017,Paid,SaaS,GTXPlusPro
11/1/2017,Social,Education,GTXAdvanced
11/1/2017,Direct,IT,MGRPFS
11/1/2017,Organic,SaaS,GTXPro
11/1/2017,Paid,Telecom,GTXPlusPro
11/1/2017,Paid,Retail/Entertainment,MGRPFU
11/1/2017,Organic,IT,GTXPro
11/1/2017,Paid,IT,GTK500U
11/1/2017,Paid,SaaS,MGRPFU
11/1/2017,Referral,Finance,GTXPlusPro
11/1/2017,Direct,Retail/Entertainment,GTK500U
11/1/2017,Social,Health Care,GTXBasic
11/1/2017,Referral,SaaS,MGRPFS
11/1/2017,Social,Retail/Entertainment,MGRPFS
11/1/2017,Paid,Telecom,GTXPro
11/1/2017,Social,Education,GTK500U
11/1/2017,Paid,IT,GTXPro
11/1/2017,Paid,Health Care,MGRPFS
11/1/2017,Social,Education,MGRPFU
11/1/2017,Organic,Health Care,MGRPFS
11/1/2017,Direct,Retail/Entertainment,GTXAdvanced
11/1/2017,Direct,Finance,GTXAdvanced
11/1/2017,Direct,Telecom,GTXPro
11/1/2017,Social,Telecom,MGRPFS
11/1/2017,Referral,SaaS,GTK500U
11/1/2017,Paid,Telecom,GTXPlusBasic
11/1/2017,Referral,Health Care,GTXPro
11/1/2017,Organic,SaaS,GTXPlusPro
11/1/2017,Direct,Telecom,GTK500U
11/1/2017,Organic,IT,GTK500U
11/1/2017,Paid,IT,GTXAdvanced
11/1/2017,Paid,SaaS,GTXAdvanced
11/1/2017,Direct,Education,GTXPlusBasic
11/1/2017,Direct,Telecom,GTXBasic
11/1/2017,Social,Education,GTXPlusBasic
11/1/2017,Referral,Health Care,MGRPFU
11/1/2017,Paid,Telecom,GTXPlusPro
11/1/2017,Email,Telecom,GTXAdvanced
11/1/2017,Paid,Retail/Entertainment,GTXPlusPro
11/1/2017,Organic,Retail/Entertainment,GTXPlusBasic
11/1/2017,Referral,IT,GTXPlusPro
11/1/2017,Organic,SaaS,GTXBasic
11/1/2017,Paid,IT,GTXAdvanced
11/1/2017,Direct,SaaS,GTXPro
11/1/2017,Paid,IT,MGRPFS
11/1/2017,Organic,Health Care,GTXPlusPro
11/1/2017,Organic,SaaS,MGRPFS
11/1/2017,Organic,Education,GTXPlusBasic
11/1/2017,Organic,Telecom,MGRPFS
11/1/2017,Paid,Retail/Entertainment,GTXPlusPro
11/1/2017,Referral,Finance,GTXPlusPro
11/1/2017,Referral,SaaS,MGRPFS
11/1/2017,Email,IT,GTXAdvanced
11/1/2017,Email,Finance,GTXBasic
11/1/2017,Paid,Telecom,GTXPlusBasic
11/1/2017,Referral,Finance,GTXPlusBasic
11/1/2017,Social,Retail/Entertainment,GTK500U
11/1/2017,Organic,SaaS,GTXPro
11/1/2017,Social,SaaS,GTXPro
11/1/2017,Organic,Health Care,GTXPro
11/1/2017,Email,IT,GTXPlusBasic
11/1/2017,Paid,Finance,GTXAdvanced
11/1/2017,Organic,Finance,GTXPlusBasic
11/1/2017,Paid,Retail/Entertainment,GTXPlusPro
11/1/2017,Direct,Health Care,GTXPlusPro
11/1/2017,Paid,Telecom,GTXPro
11/1/2017,Direct,Health Care,MGRPFS
11/1/2017,Paid,Retail/Entertainment,GTXPro
11/1/2017,Direct,Health Care,GTXPlusBasic
11/1/2017,Direct,SaaS,GTXPro
11/1/2017,Social,Telecom,MGRPFU
11/1/2017,Social,SaaS,GTXAdvanced
11/1/2017,Social,SaaS,GTXAdvanced
11/1/2017,Email,Finance,GTXPlusPro
11/1/2017,Direct,SaaS,MGRPFS
11/1/2017,Referral,Health Care,MGRPFS
11/1/2017,Paid,SaaS,MGRPFU
11/1/2017,Referral,Retail/Entertainment,GTXPro
11/1/2017,Organic,Telecom,GTK500U
11/1/2017,Referral,Retail/Entertainment,GTXPlusPro
11/1/2017,Referral,Finance,GTXAdvanced
11/1/2017,Referral,Finance,GTXPro
11/1/2017,Organic,Finance,GTXBasic
11/1/2017,Email,Retail/Entertainment,GTK500U
11/1/2017,Organic,Health Care,GTXAdvanced
11/1/2017,Paid,IT,GTK500U
11/1/2017,Social,IT,GTXAdvanced
11/1/2017,Organic,IT,GTXPro
11/1/2017,Referral,SaaS,GTXPlusBasic
11/1/2017,Direct,SaaS,GTXBasic
11/1/2017,Organic,Retail/Entertainment,GTK500U
11/1/2017,Referral,Finance,GTXPlusPro
11/1/2017,Referral,SaaS,GTXPlusPro
11/1/2017,Referral,IT,GTXPlusBasic
11/1/2017,Paid,Retail/Entertainment,GTXPlusBasic
11/1/2017,Organic,Health Care,GTXPlusBasic
11/2/2017,Organic,Retail/Entertainment,GTXBasic
11/2/2017,Organic,IT,GTXBasic
11/2/2017,Referral,IT,GTXPro
11/2/2017,Paid,Health Care,GTXBasic
11/2/2017,Referral,Health Care,GTK500U
11/2/2017,Organic,Health Care,GTXPro
11/2/2017,Email,Telecom,GTXPlusBasic
11/2/2017,Paid,SaaS,MGRPFS
11/2/2017,Organic,Retail/Entertainment,MGRPFS
11/2/2017,Paid,Finance,GTXPlusPro
11/2/2017,Paid,Education,GTK500U
11/2/2017,Email,IT,MGRPFU
11/2/2017,Email,Health Care,GTXBasic
11/2/2017,Direct,Health Care,GTXPlusBasic
11/2/2017,Organic,Telecom,GTXAdvanced
11/2/2017,Social,Health Care,GTXPlusBasic
11/2/2017,Organic,Health Care,GTXAdvanced
11/2/2017,Direct,IT,GTXPlusBasic
11/2/2017,Paid,SaaS,MGRPFS
11/2/2017,Social,SaaS,MGRPFS
11/2/2017,Referral,SaaS,GTK500U
11/2/2017,Paid,Health Care,GTXPro
11/2/2017,Paid,Finance,GTXPlusBasic
11/2/2017,Social,SaaS,GTXPro
11/2/2017,Direct,SaaS,GTXPro
11/2/2017,Social,Telecom,MGRPFS
11/2/2017,Direct,IT,GTK500U
11/2/2017,Organic,SaaS,GTK500U
11/2/2017,Social,Telecom,GTK500U
11/2/2017,Social,SaaS,GTXBasic
11/2/2017,Direct,SaaS,GTXBasic
11/2/2017,Organic,Retail/Entertainment,GTK500U
11/2/2017,Direct,SaaS,GTXAdvanced
11/2/2017,Social,Telecom,MGRPFU
11/2/2017,Email,Finance,MGRPFU
11/2/2017,Paid,Retail/Entertainment,GTXAdvanced
11/2/2017,Social,Telecom,GTK500U
11/2/2017,Social,Health Care,GTK500U
11/2/2017,Email,Retail/Entertainment,GTXAdvanced
11/2/2017,Referral,Health Care,GTXAdvanced
11/2/2017,Referral,IT,GTXPlusPro
11/2/2017,Paid,Telecom,GTXBasic
11/2/2017,Organic,SaaS,GTK500U
11/2/2017,Organic,Finance,GTXPro
11/2/2017,Email,Health Care,MGRPFS
11/2/2017,Direct,SaaS,MGRPFU
11/2/2017,Paid,SaaS,GTK500U
11/2/2017,Email,Telecom,GTK500U
11/2/2017,Direct,Telecom,MGRPFS
11/2/2017,Direct,Finance,GTK500U
11/2/2017,Direct,IT,MGRPFU
11/2/2017,Organic,Finance,MGRPFU
11/2/2017,Email,Retail/Entertainment,GTXPlusBasic
11/2/2017,Email,IT,MGRPFS
11/2/2017,Email,Education,GTXPlusPro
11/2/2017,Referral,SaaS,GTXAdvanced
11/2/2017,Email,Education,GTXBasic
11/2/2017,Direct,Health Care,GTXAdvanced
11/2/2017,Social,Telecom,GTK500U
11/2/2017,Email,Retail/Entertainment,GTXBasic
11/2/2017,Referral,Retail/Entertainment,GTXAdvanced
11/2/2017,Direct,Education,MGRPFS
11/2/2017,Referral,Finance,GTXBasic
11/2/2017,Paid,Health Care,GTXAdvanced
11/3/2017,Social,SaaS,GTK500U
11/3/2017,Email,Retail/Entertainment,GTXBasic
11/3/2017,Organic,Education,MGRPFU
11/3/2017,Referral,Retail/Entertainment,GTXAdvanced
11/3/2017,Direct,SaaS,GTXPro
11/3/2017,Organic,Education,MGRPFU
11/3/2017,Referral,Retail/Entertainment,GTXPlusBasic
11/3/2017,Paid,Retail/Entertainment,GTXAdvanced
11/3/2017,Referral,Education,MGRPFU
11/3/2017,Organic,SaaS,GTK500U
11/3/2017,Email,Health Care,GTXAdvanced
11/3/2017,Email,Finance,MGRPFU
11/3/2017,Direct,Retail/Entertainment,GTXPlusBasic
11/3/2017,Social,Retail/Entertainment,GTK500U
11/3/2017,Paid,SaaS,MGRPFU
11/3/2017,Paid,Telecom,GTXAdvanced
11/3/2017,Email,Finance,GTXPlusPro
11/3/2017,Email,Health Care,GTXPlusPro
11/3/2017,Paid,Finance,MGRPFU
11/3/2017,Social,SaaS,MGRPFS
11/3/2017,Referral,Education,GTXPro
11/3/2017,Direct,Telecom,MGRPFU
11/3/2017,Organic,Health Care,GTXAdvanced
11/3/2017,Organic,IT,GTXPro
11/3/2017,Organic,Education,MGRPFU
11/3/2017,Social,Health Care,GTXPlusBasic
11/3/2017,Direct,IT,GTXPro
11/3/2017,Social,Education,MGRPFU
11/3/2017,Referral,SaaS,MGRPFS
11/3/2017,Direct,SaaS,GTXBasic
11/3/2017,Paid,Education,GTXPlusPro
11/3/2017,Direct,SaaS,GTK500U
11/3/2017,Paid,SaaS,GTXPro
11/3/2017,Paid,IT,GTXPro
11/3/2017,Paid,IT,GTK500U
11/3/2017,Paid,SaaS,GTXAdvanced
11/3/2017,Social,Telecom,GTXPro
11/3/2017,Referral,SaaS,MGRPFU
11/3/2017,Referral,IT,GTXPlusBasic
11/3/2017,Social,Telecom,GTXBasic
11/3/2017,Organic,SaaS,GTXAdvanced
11/3/2017,Referral,Retail/Entertainment,GTXBasic
11/3/2017,Email,Retail/Entertainment,GTXPro
11/3/2017,Referral,Health Care,GTXPlusBasic
11/3/2017,Organic,SaaS,GTK500U
11/3/2017,Organic,SaaS,GTXPro
11/3/2017,Direct,SaaS,MGRPFS
11/3/2017,Social,Finance,MGRPFU
11/3/2017,Organic,SaaS,GTXBasic
11/3/2017,Social,Telecom,GTK500U
11/3/2017,Direct,SaaS,MGRPFU
11/3/2017,Direct,Retail/Entertainment,GTXBasic
11/3/2017,Direct,Telecom,GTXPro
11/3/2017,Organic,Education,GTXPlusPro
11/3/2017,Social,SaaS,GTXPlusBasic
11/3/2017,Social,SaaS,GTXAdvanced
11/3/2017,Direct,Education,MGRPFS
11/3/2017,Direct,Health Care,GTK500U
11/3/2017,Social,Telecom,GTK500U
11/3/2017,Paid,Finance,GTK500U
11/3/2017,Paid,SaaS,GTXAdvanced
11/3/2017,Organic,Retail/Entertainment,MGRPFS
11/3/2017,Email,Retail/Entertainment,GTK500U
11/3/2017,Direct,Health Care,GTXPlusBasic
11/3/2017,Referral,Finance,MGRPFU
11/3/2017,Paid,IT,GTXBasic
11/3/2017,Referral,Finance,MGRPFS
11/3/2017,Organic,IT,GTXAdvanced
11/3/2017,Email,Telecom,MGRPFS
11/3/2017,Direct,SaaS,GTXPlusBasic
11/3/2017,Email,SaaS,GTK500U
11/3/2017,Paid,IT,GTK500U
11/3/2017,Direct,SaaS,GTXPro
11/4/2017,Direct,Finance,MGRPFU
11/4/2017,Social,Telecom,GTXPlusPro
11/4/2017,Organic,Finance,GTXPlusBasic
11/4/2017,Email,Finance,GTXPro
11/4/2017,Referral,IT,MGRPFS
11/4/2017,Social,Health Care,GTXPlusBasic
11/4/2017,Referral,Telecom,GTK500U
11/4/2017,Organic,Telecom,MGRPFS
11/4/2017,Referral,SaaS,MGRPFS
11/4/2017,Email,IT,MGRPFU
11/4/2017,Paid,Finance,GTXPlusPro
11/4/2017,Organic,Health Care,GTXAdvanced
11/4/2017,Organic,Telecom,GTXBasic
11/4/2017,Paid,Education,MGRPFS
11/4/2017,Paid,Telecom,GTXPro
11/4/2017,Organic,Education,GTXPlusPro
11/4/2017,Paid,SaaS,GTXPro
11/4/2017,Direct,Health Care,GTXBasic
11/4/2017,Email,Retail/Entertainment,GTXAdvanced
11/4/2017,Organic,Finance,GTXPlusPro
11/4/2017,Referral,Finance,GTXPlusBasic
11/4/2017,Referral,Finance,GTXPro
11/4/2017,Referral,SaaS,GTK500U
11/4/2017,Direct,SaaS,GTXBasic
11/4/2017,Referral,Education,MGRPFU
11/4/2017,Email,Retail/Entertainment,GTXPlusBasic
11/4/2017,Organic,Telecom,GTXPro
11/4/2017,Direct,IT,MGRPFS
11/4/2017,Email,Retail/Entertainment,GTXAdvanced
11/4/2017,Direct,Telecom,GTXPlusBasic
11/4/2017,Social,Education,GTXPro
11/4/2017,Social,Telecom,GTXPlusPro
11/4/2017,Organic,SaaS,MGRPFU
11/4/2017,Organic,Telecom,MGRPFS
11/4/2017,Social,Education,MGRPFS
11/4/2017,Paid,Finance,GTXPro
11/4/2017,Referral,Finance,GTXBasic
11/4/2017,Paid,Finance,GTXPro
11/4/2017,Email,Finance,MGRPFU
11/4/2017,Organic,Health Care,GTK500U
11/4/2017,Direct,Finance,MGRPFU
11/4/2017,Email,Retail/Entertainment,MGRPFS
11/4/2017,Organic,Retail/Entertainment,MGRPFU
11/4/2017,Social,Telecom,GTXBasic
11/4/2017,Paid,Education,GTXPlusPro
11/4/2017,Direct,Education,MGRPFS
11/4/2017,Paid,Health Care,GTXBasic
11/4/2017,Email,Finance,MGRPFU
11/4/2017,Email,Finance,GTXBasic
11/4/2017,Email,Telecom,GTXPro
11/4/2017,Paid,Telecom,GTXPlusBasic
11/4/2017,Referral,Finance,GTXPlusBasic
11/4/2017,Referral,Finance,GTXAdvanced
11/4/2017,Organic,Health Care,GTK500U
11/4/2017,Direct,Telecom,MGRPFU
11/4/2017,Paid,SaaS,MGRPFS
11/4/2017,Direct,Education,GTXPlusBasic
11/4/2017,Email,SaaS,GTXPlusBasic
11/4/2017,Social,Telecom,MGRPFU
11/4/2017,Direct,SaaS,GTXPlusBasic
11/4/2017,Email,Finance,MGRPFU
11/5/2017,Paid,SaaS,GTXPlusBasic
11/5/2017,Email,Finance,MGRPFU
11/5/2017,Social,Health Care,GTK500U
11/5/2017,Email,Finance,GTK500U
11/5/2017,Social,Health Care,GTXAdvanced
11/5/2017,Social,IT,GTXBasic
11/5/2017,Email,Health Care,GTK500U
11/5/2017,Email,Finance,MGRPFS
11/5/2017,Paid,Telecom,GTK500U
11/5/2017,Organic,SaaS,GTXBasic
11/5/2017,Direct,IT,GTXPro
11/5/2017,Email,IT,MGRPFU
11/5/2017,Social,Retail/Entertainment,GTK500U
11/5/2017,Direct,Finance,GTXPlusBasic
11/5/2017,Direct,Telecom,MGRPFU
11/5/2017,Paid,SaaS,GTXPro
11/5/2017,Organic,Telecom,MGRPFU
11/5/2017,Social,Retail/Entertainment,MGRPFS
11/5/2017,Direct,Health Care,MGRPFU
11/5/2017,Direct,Telecom,GTXAdvanced
11/5/2017,Referral,Telecom,GTK500U
11/5/2017,Social,Telecom,GTK500U
11/5/2017,Paid,IT,GTXAdvanced
11/5/2017,Email,Health Care,GTXBasic
11/5/2017,Direct,SaaS,GTXPro
11/5/2017,Organic,Telecom,GTXPlusBasic
11/5/2017,Referral,SaaS,GTXBasic
11/5/2017,Social,Health Care,GTXAdvanced
11/5/2017,Referral,Telecom,GTXPlusBasic
11/5/2017,Referral,Telecom,GTXPlusBasic
11/5/2017,Paid,SaaS,GTXPro
11/5/2017,Paid,Telecom,GTXPro
11/5/2017,Referral,SaaS,GTXPro
11/5/2017,Email,Health Care,GTXPro
11/5/2017,Paid,Finance,MGRPFS
11/5/2017,Social,Finance,GTXBasic
11/5/2017,Organic,Finance,MGRPFS
11/5/2017,Email,Education,MGRPFU
11/5/2017,Social,Telecom,MGRPFU
11/5/2017,Referral,SaaS,MGRPFS
11/5/2017,Organic,Finance,GTK500U
11/5/2017,Paid,Education,GTXAdvanced
11/5/2017,Direct,Education,GTXPlusBasic
11/5/2017,Organic,Health Care,GTXPlusPro
11/5/2017,Paid,Retail/Entertainment,GTXAdvanced
11/5/2017,Social,SaaS,GTXPlusPro
11/5/2017,Paid,SaaS,GTXBasic
11/5/2017,Paid,Retail/Entertainment,GTXBasic
11/5/2017,Email,Finance,GTXPlusPro
11/5/2017,Direct,Retail/Entertainment,MGRPFS
11/5/2017,Referral,Finance,GTXPro
11/5/2017,Direct,SaaS,GTXAdvanced
11/5/2017,Direct,IT,GTXBasic
11/5/2017,Email,SaaS,GTXPlusPro
11/5/2017,Paid,Retail/Entertainment,MGRPFU
11/5/2017,Email,Retail/Entertainment,MGRPFS
11/5/2017,Paid,Finance,GTXPlusPro
11/5/2017,Organic,Telecom,MGRPFU
11/5/2017,Paid,Finance,GTXPlusPro
11/5/2017,Social,Health Care,GTXBasic
11/5/2017,Organic,Health Care,GTXAdvanced
11/5/2017,Paid,Retail/Entertainment,GTK500U
11/5/2017,Direct,Finance,GTXPro
11/5/2017,Organic,Retail/Entertainment,GTXAdvanced
11/5/2017,Organic,IT,GTK500U
11/5/2017,Organic,Telecom,GTXBasic
11/5/2017,Email,Telecom,GTXAdvanced
11/5/2017,Paid,SaaS,MGRPFU
11/5/2017,Organic,SaaS,MGRPFS
11/5/2017,Email,Finance,GTXPlusBasic
11/5/2017,Paid,SaaS,MGRPFU
11/5/2017,Social,Telecom,GTXPlusPro
11/5/2017,Referral,Finance,MGRPFS
11/5/2017,Direct,SaaS,GTXPro
11/5/2017,Social,Finance,MGRPFS
11/5/2017,Email,Telecom,GTXPlusPro
11/5/2017,Email,Telecom,GTK500U
11/5/2017,Organic,Health Care,GTK500U
11/5/2017,Social,Telecom,GTXBasic
11/5/2017,Paid,Telecom,GTXPlusBasic
11/5/2017,Referral,Health Care,MGRPFS
11/5/2017,Referral,Education,GTXPlusBasic
11/5/2017,Social,Telecom,GTXPro
11/5/2017,Paid,SaaS,GTXAdvanced
11/6/2017,Paid,Health Care,MGRPFS
11/6/2017,Organic,Finance,GTXPlusBasic
11/6/2017,Organic,Health Care,GTK500U
11/6/2017,Direct,Education,GTXAdvanced
11/6/2017,Organic,Telecom,GTXPro
11/6/2017,Social,Finance,GTK500U
11/6/2017,Paid,Health Care,GTXPlusBasic
11/6/2017,Email,SaaS,GTXAdvanced
11/6/2017,Paid,Telecom,MGRPFU
11/6/2017,Email,Retail/Entertainment,GTXPro
11/6/2017,Referral,Health Care,GTXPlusBasic
11/6/2017,Direct,Retail/Entertainment,MGRPFU
11/6/2017,Referral,IT,GTXBasic
11/6/2017,Direct,SaaS,GTXAdvanced
11/6/2017,Paid,Education,GTXPlusBasic
11/6/2017,Direct,IT,GTK500U
11/6/2017,Paid,SaaS,MGRPFU
11/6/2017,Referral,IT,GTXPro
11/6/2017,Referral,SaaS,GTXPro
11/6/2017,Social,IT,GTK500U
11/6/2017,Social,Telecom,GTXAdvanced
11/6/2017,Organic,Retail/Entertainment,GTXPro
11/6/2017,Email,Retail/Entertainment,MGRPFS
11/6/2017,Email,Finance,MGRPFU
11/6/2017,Direct,Telecom,GTXPlusPro
11/6/2017,Social,Telecom,GTK500U
11/6/2017,Organic,Finance,GTK500U
11/6/2017,Direct,SaaS,GTXBasic
11/6/2017,Email,Telecom,GTK500U
11/6/2017,Email,Finance,GTXPlusPro
11/6/2017,Direct,Education,GTXPlusBasic
11/6/2017,Email,IT,MGRPFU
11/6/2017,Email,SaaS,GTXAdvanced
11/6/2017,Email,Telecom,GTXPlusPro
11/6/2017,Referral,Telecom,GTXPlusPro
11/6/2017,Organic,Finance,GTXPlusPro
11/6/2017,Referral,SaaS,MGRPFS
11/6/2017,Direct,Health Care,GTXAdvanced
11/6/2017,Direct,Telecom,GTXPro
11/6/2017,Referral,Telecom,MGRPFS
11/6/2017,Referral,Health Care,GTXPro
11/6/2017,Referral,Health Care,GTXBasic
11/6/2017,Paid,Telecom,GTXPlusPro
11/6/2017,Social,Education,GTK500U
11/7/2017,Paid,Health Care,GTXAdvanced
11/7/2017,Social,Health Care,MGRPFU
11/7/2017,Social,Telecom,GTXPlusPro
11/7/2017,Organic,Telecom,MGRPFS
11/7/2017,Organic,Telecom,GTXBasic
11/7/2017,Referral,Health Care,GTXPro
11/7/2017,Paid,Education,GTXPlusBasic
11/7/2017,Direct,SaaS,GTXPlusPro
11/7/2017,Referral,Education,GTXAdvanced
11/7/2017,Paid,Health Care,GTXAdvanced
11/7/2017,Referral,IT,GTXAdvanced
11/7/2017,Referral,SaaS,GTXPlusBasic
11/7/2017,Organic,Health Care,GTXPlusPro
11/7/2017,Direct,Telecom,GTXPlusBasic
11/7/2017,Direct,Finance,GTXPlusBasic
11/7/2017,Paid,Finance,GTXPlusPro
11/7/2017,Email,Telecom,GTXPlusBasic
11/7/2017,Organic,Finance,GTXBasic
11/7/2017,Direct,Finance,MGRPFU
11/7/2017,Organic,SaaS,GTXPro
11/7/2017,Direct,Finance,MGRPFU
11/7/2017,Email,Telecom,GTXPlusBasic
11/7/2017,Paid,Finance,MGRPFU
11/7/2017,Email,Health Care,GTXPro
11/7/2017,Organic,Finance,MGRPFU
11/7/2017,Referral,SaaS,MGRPFU
11/7/2017,Social,Retail/Entertainment,GTXPro
11/7/2017,Paid,Retail/Entertainment,GTXAdvanced
11/7/2017,Social,Telecom,MGRPFS
11/7/2017,Social,Retail/Entertainment,GTXPlusBasic
11/7/2017,Social,Retail/Entertainment,GTK500U
11/7/2017,Referral,Telecom,GTXAdvanced
11/7/2017,Referral,SaaS,GTK500U
11/7/2017,Direct,Education,GTXPro
11/7/2017,Paid,Finance,GTXAdvanced
11/8/2017,Social,Telecom,MGRPFU
11/8/2017,Referral,IT,GTXAdvanced
11/8/2017,Paid,Health Care,GTXPro
11/8/2017,Direct,Finance,MGRPFS
11/8/2017,Paid,Telecom,MGRPFU
11/8/2017,Organic,Health Care,GTXPlusPro
11/8/2017,Organic,Telecom,GTXAdvanced
11/8/2017,Organic,IT,GTXPlusBasic
11/8/2017,Organic,Finance,MGRPFU
11/8/2017,Direct,IT,MGRPFS
11/8/2017,Referral,IT,MGRPFU
11/8/2017,Organic,Finance,GTXPlusPro
11/8/2017,Direct,Telecom,GTK500U
11/8/2017,Direct,Finance,MGRPFS
11/8/2017,Direct,IT,GTXAdvanced
11/8/2017,Organic,SaaS,GTXAdvanced
11/8/2017,Email,Telecom,MGRPFU
11/8/2017,Paid,IT,GTXPlusPro
11/8/2017,Referral,Health Care,GTXPlusPro
11/8/2017,Social,IT,GTXPro
11/8/2017,Paid,Retail/Entertainment,MGRPFU
11/8/2017,Social,Retail/Entertainment,GTXBasic
11/8/2017,Social,Retail/Entertainment,GTXBasic
11/8/2017,Email,Telecom,GTK500U
11/8/2017,Organic,SaaS,GTXBasic
11/8/2017,Direct,Finance,GTXBasic
11/8/2017,Direct,Retail/Entertainment,GTXPro
11/8/2017,Social,Telecom,GTXPlusBasic
11/8/2017,Organic,SaaS,GTK500U
11/8/2017,Social,Retail/Entertainment,GTXPlusPro
11/8/2017,Email,Retail/Entertainment,GTXPlusBasic
11/8/2017,Referral,SaaS,GTK500U
11/8/2017,Paid,Telecom,GTXBasic
11/8/2017,Referral,Education,GTXPlusPro
11/8/2017,Paid,Telecom,GTK500U
11/8/2017,Referral,Telecom,GTK500U
11/8/2017,Email,Finance,GTXBasic
11/8/2017,Referral,SaaS,GTXBasic
11/8/2017,Paid,Telecom,GTK500U
11/8/2017,Organic,Health Care,GTXAdvanced
11/8/2017,Email,Telecom,GTXAdvanced
11/8/2017,Direct,Finance,GTXPlusPro
11/8/2017,Email,IT,GTXPro
11/8/2017,Direct,Telecom,GTXPro
11/8/2017,Direct,SaaS,GTXAdvanced
11/8/2017,Referral,Retail/Entertainment,GTXPro
11/8/2017,Referral,SaaS,GTXPlusPro
11/8/2017,Organic,IT,GTXAdvanced
11/8/2017,Paid,SaaS,GTXPro
11/8/2017,Email,Education,GTXAdvanced
11/8/2017,Email,Health Care,MGRPFS
11/8/2017,Referral,IT,GTK500U
11/8/2017,Paid,Finance,GTXPro
11/8/2017,Paid,SaaS,GTXPlusBasic
11/8/2017,Organic,IT,GTK500U
11/8/2017,Direct,Telecom,GTXPlusPro
11/9/2017,Organic,SaaS,GTXAdvanced
11/9/2017,Organic,Telecom,GTXPlusPro
11/9/2017,Email,IT,GTXPro
11/9/2017,Social,SaaS,MGRPFS
11/9/2017,Paid,Telecom,GTK500U
11/9/2017,Referral,Education,GTXPro
11/9/2017,Email,Finance,GTXPro
11/9/2017,Email,Finance,GTXAdvanced
11/9/2017,Direct,Health Care,GTXPlusPro
11/9/2017,Referral,Education,GTK500U
11/9/2017,Paid,Finance,GTK500U
11/9/2017,Organic,SaaS,GTK500U
11/9/2017,Email,Telecom,GTXPlusBasic
11/9/2017,Organic,Telecom,GTXPlusPro
11/9/2017,Organic,Telecom,GTXPlusPro
11/9/2017,Referral,Telecom,GTXBasic
11/9/2017,Direct,Telecom,MGRPFU
11/9/2017,Email,Retail/Entertainment,GTXAdvanced
11/9/2017,Email,Telecom,GTXAdvanced
11/9/2017,Paid,SaaS,GTXPlusBasic
11/9/2017,Direct,Health Care,GTXBasic
11/9/2017,Direct,Health Care,MGRPFS
11/9/2017,Direct,Finance,GTXPlusPro
